name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	day	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons
ab4bee	Variant	Faction Agent/Outlander	2018-06-07T05:27:38Z	Paladin 3	Paladin	Oath of Ancients	3		39	19	17	14	19	12	16	20	"""Good"""	Athletics|Nature|Religion|Insight|Persuasion	Longsword|Javelin|Quarterstaff|Greatsword?	 Fire Bolt  1d10 120ft*0|Booming Blade? (After AC bump)*0|Blade Ward? (melee resistance)*0|Ensnaring Strike*1|Speak with Animals*1|Shield of Faith*1|Bless*1|Compelled Duel (no AL)*1|Protection from Good and Evil*1|Command (Reaction)*1|Heroism*1	06 06 18	NG	G	N	Half-Elf	Fire Bolt*0|Booming Blade*0|Blade Ward*0|Ensnaring Strike*1|Speak with Animals*1|Shield of Faith*1|Bless*1|Compelled Duel*1|Protection from Evil and Good*1|Heroism*1	Longsword|Javelin|Quarterstaff|Greatsword
a84ca6	Human	Faction Agent	2018-06-17T00:10:56Z	Rogue 5|Cleric 3|Ranger 12	Rogue|Cleric|Ranger	Assassin|Grave Domain|Monster Slayer	20	Crossbow Expert|Sharpshooter|Resilient|Skulker|Observant	222	19	14	18	20	14	20	11		Athletics|Acrobatics|Stealth|Investigation|Nature|Insight|Perception|Persuasion	Rapier|Dagger|Crossbow, heavy|Crossbow, hand	Spare the Dying*0|Light*0|Bane*1|False Life*1|Protection from Evil and Good*1|Zone of Truth*2|Gentle Repose*2|Ray of Enfeeblement*2|Magic Circle*3	06 16 18		NA	NA	Human	Spare the Dying*0|Light*0|Bane*1|False Life*1|Protection from Evil and Good*1|Zone of Truth*2|Gentle Repose*2|Ray of Enfeeblement*2|Magic Circle*3	Rapier|Dagger|Crossbow, Heavy|Crossbow, hand
ac4177	Wood Elf	Noble	2018-08-06T10:34:24Z	Druid 2|Monk 1	Druid|Monk	Circle of the Moon|	3		24	16	7	13	17	14	18	16		History|Medicine|Perception|Survival|Persuasion	Quarterstaff		08 06 18		NA	NA	Elf		Quarterstaff
8476e3	Dragonborn	Mercenary Veteran	2018-06-07T23:24:30Z	Paladin 5	Paladin	Oath of Devotion	5		60	18	18	12	14	10	10	14		Athletics|Insight|Medicine|Persuasion	Longsword	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2	06 07 18		NA	NA	Dragonborn	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2	Longsword
b55630	Lineage - Fier	Far Traveler	2018-08-21T03:55:25Z	Monk 1	Monk		1		9	16	13	17	13	7	16	13		Acrobatics|History|Insight|Perception	Quarterstaff|Dart|Unarmed strike		08 20 18		NA	NA	Tiefling		Quarterstaff|Dart|Unarmed Strike
ea7e21	Half-Elf	Guild Artisan	2018-07-10T18:10:18Z	Warlock 9	Warlock	The Hexblade	9	Elven Accuracy|Polearm Master	75	13	8	14	16	8	12	18		Arcana|Insight|Perception|Deception|Intimidation|Persuasion	Crossbow, light|Dagger		07 10 18		NA	NA	Half-Elf		Crossbow, Light|Dagger
53bb49	Hill Dwarf	Haunted One	2018-07-07T18:35:13Z	Sorcerer 4|Warlock 4	Sorcerer|Warlock	Draconic Bloodline|The Fiend	8	Spell Sniper	96	12	9	8	16	14	14	20		Arcana|Religion|Deception|Persuasion	Eldritch Blast	Chill Touch*0|Frostbite*0|Eldritch Blast*0|Armor of Agathis*1|Hellish Rebuke*1|Shield*1|Witch Bolt*1|Burning Hands*1|Command*1|Blindness/Deafness*2|Cloud Of Daggers*2|Knock*2|Misty Step*2|Scorching Ray*2|See Invisibility*2|Sugestion*2	07 07 18		NA	NA	Dwarf	Chill Touch*0|Frostbite*0|Eldritch Blast*0|Armor of Agathys*1|Hellish Rebuke*1|Shield*1|Witch Bolt*1|Burning Hands*1|Command*1|Blindness/Deafness*2|Cloud of Daggers*2|Knock*2|Misty Step*2|Scorching Ray*2|See Invisibility*2|Suggestion*2	
b98c88	Mountain Dwarf	City Watch	2018-07-07T17:34:58Z	Fighter 7	Fighter	Battle Master	7	Resilient|Shield Master	91	20	21	12	16	10	12	12		Athletics|Insight|Perception|Intimidation	Mjolnirssen|Mjolnirssen (Arremesso)		07 07 18		NA	NA	Dwarf		
b98c88	Mountain Dwarf	City Watch	2018-07-07T16:54:10Z	Fighter 7	Fighter	Battle Master	7	Resilient|Shield Master	91	20	16	12	16	10	12	12		Athletics|Insight|Perception|Intimidation	Battleaxe|Handaxe		07 07 18		NA	NA	Dwarf		Battleaxe|Handaxe
92f3e2	Mountain Dwarf	Hermit	2018-06-16T03:48:50Z	Paladin 9	Paladin	Oath of Ancients	9	Tough	116	20	16	12	16	10	12	16	NG	Athletics|Religion|Insight|Medicine	Battleaxe +1|Handaxe	Ensnaring Strike (B)*1|Speak with Animals (B)*1|Cure Wounds*1|Protection From Evil*1|Shield Of Faith*1|Moonbeam (B)*2|Misty Step (B)*2|Lesser Restoration*2|Plant Growth (B)*3|Protection from Energy (B)*3|Revivify*3|Blinding Smite*3|Crusader's Mantle (X)*3|Dispel Magic*3	06 15 18	NG	G	N	Dwarf	Ensnaring Strike*1|Speak with Animals*1|Cure Wounds*1|Shield of Faith*1|Moonbeam*2|Misty Step*2|Lesser Restoration*2|Plant Growth*3|Protection from Energy*3|Revivify*3|Blinding Smite*3|Crusader’s Mantle*3|Dispel Magic*3	Battleaxe|Handaxe
68bf99	Kenku	Clan Crafter	2018-06-17T23:06:53Z	Warlock 20	Warlock	The Great Old One	20	Actor|War Caster	220	16	12	20	16	14	14	21		Stealth|Arcana|History|Religion|Insight|Deception	Crossbow, light|Dagger|Dagger		06 17 18		NA	NA	Kenku		Crossbow, Light|Dagger
b21eda	Stout Halfling	Knight	2018-08-17T22:01:44Z	Paladin 3	Paladin	Oath of the Crown	3		28	16	14	10	14	10	12	15		Athletics|History|Intimidation|Persuasion	Longsword|Dagger	Command*1|Compelled Duel*1	08 17 18		NA	NA	Halfling	Command*1|Compelled Duel*1	Longsword|Dagger
8630f0	Firbolg	Acolyte	2018-08-12T20:30:18Z	Cleric 3	Cleric	Grave Domain	3		16	18	20	16	18	17	18	16	L-G	Religion|Insight|Medicine|Persuasion	Mace|Dagger|Longsword	Spare the Dying*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2	08 12 18	LG	G	L	Firbolg	Spare the Dying*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2	Mace|Dagger|Longsword
ff4000	Lineage - Glas	Criminal	2018-07-31T20:57:49Z	Rogue 8	Rogue	Thief	8		57	17	10	18	12	9	14	16		Athletics|Acrobatics|Stealth|Perception|Deception|Persuasion	Dagger Of Venom|Shortsword +1|Shortbow		07 31 18		NA	NA	Tiefling		Dagger|Shortsword|Shortbow
38def9	Dragonborn	Soldier	2018-07-26T12:26:32Z	Paladin 3	Paladin	Oath of Ancients	3		28	18	16	12	14	10	10	14	Chaotic good	Athletics|Insight|Intimidation|Persuasion	Longsword|Javelin	Ensnaring Strike*1|Speak with Animals*1	07 26 18	CG	G	C	Dragonborn	Ensnaring Strike*1|Speak with Animals*1	Longsword|Javelin
5528fb	Dragonborn	Soldier	2018-07-25T18:32:27Z	Paladin 3	Paladin	Oath of Ancients	3		28	18	16	12	14	10	10	14	Chaotic good	Athletics|Insight|Intimidation|Persuasion	Longsword|Javelin	Ensnaring Strike*1|Speak with Animals*1|Cure Wounds*1|Thunderous Smite*1|Shield Of Faith*1	07 25 18	CG	G	C	Dragonborn	Ensnaring Strike*1|Speak with Animals*1|Cure Wounds*1|Thunderous Smite*1|Shield of Faith*1	Longsword|Javelin
300b28	Human	Knight	2018-06-30T19:39:29Z	Paladin 1	Paladin		1	Shield Master	13	18	18	14	16	14	16	16		Athletics|Arcana|Religion|Perception|Persuasion	Longsword|Flail		06 30 18		NA	NA	Human		Longsword|Flail
63d86b	Dark Elf	Courtier	2018-06-01T14:50:53Z	Fighter 1|Monk 2	Fighter|Monk	|	3		26	17	8	18	12	11	14	16		Acrobatics|Insight|Perception|Survival|Persuasion	Scimitar|Crossbow, light|Unarmed strike		06 01 18		NA	NA	Elf		Scimitar|Crossbow, Light|Unarmed Strike
1bfc2a	Tiefling	Criminal	2018-06-02T16:48:09Z	Warlock 3	Warlock	The Hexblade	3		24	12	8	13	14	11	12	17		Stealth|Arcana|Deception|Intimidation	Crossbow, light|Dagger		06 02 18		NA	NA	Tiefling		Crossbow, Light|Dagger
f41ea9	Turtle	Outlander	2018-05-25T03:08:31Z	Revised Ranger 2	Revised Ranger		2		20	17	17	7	11	14	14	9	Neutral Good	Athletics|Nature|Insight|Perception|Survival	Quarterstaff|Quarterstaff|Longbow|		05 24 18	NG	G	N	Turtle		Quarterstaff|Longbow
555464	Human	Noble	2018-05-24T11:18:01Z	Paladin 2	Paladin		2	Sentinel	24	18	18	12	15	11	14	16		Athletics|History|Animal Handling|Insight|Persuasion	Longsword|Javelin		05 24 18		NA	NA	Human		Longsword|Javelin
506c25	Wood Elf	Outlander	2018-06-22T04:15:23Z	Ranger 1	Ranger		1		11	14	13	17	12	10	14	10	Chaotic Good	Athletics|Stealth|Nature|Insight|Perception|Survival	Shortsword|Longbow		06 21 18	CG	G	C	Elf		Shortsword|Longbow
2f657a	Human	Outlander	2018-08-17T10:02:50Z	Revised Ranger 1	Revised Ranger		1		9	14	12	16	16	10	14	9	CN	Athletics|Nature|Animal Handling|Perception|Survival	Shortsword|Longbow		08 17 18	CN	N	C	Human		Shortsword|Longbow
5528fb	Human	Criminal	2018-07-24T16:45:38Z	Fighter 9|Cleric 1	Fighter|Cleric	Battle Master|Forge Domain	10	Crossbow Expert|Sharpshooter|Resilient	93	17	9	20	17	11	13	12	lawful neutral	Stealth|Insight|Perception|Intimidation|Persuasion	Longbow|Crossbow, hand|Dagger|Sling|Net	Resistance*0|Thaumaturgy*0|Mending*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1	07 24 18	LN	N	L	Human	Resistance*0|Thaumaturgy*0|Mending*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1	Longbow|Crossbow, hand|Dagger|Sling|Net
5528fb	Human	Criminal	2018-07-24T16:59:12Z	Fighter 5	Fighter	Battle Master	5	Crossbow Expert|Sharpshooter	49	16	9	18	17	11	12	12	lawful neutral	Stealth|Insight|Perception|Intimidation|Persuasion	Longbow|Crossbow, hand|Handaxe|Dagger|Rapier		07 24 18	LN	N	L	Human		Longbow|Crossbow, hand|Handaxe|Dagger|Rapier
53a7b8	Human	Haunted One	2018-07-30T19:02:25Z	Bard 3|Warlock 4	Bard|Warlock	College of Swords|The Hexblade	7	Shield Master	24	20	10	15	13	10	10	18	chaotic neutral	Investigation|Perception|Survival|Deception|Performance|Persuasion	Pact Kronksword|Dagger	Eldritch Blast*0|Friends*0|Prestidigitation*0|Message*0|Vicious Mockery*0|Cure Wounds*1|Disguise Self*1|Healing Word*1|Tasha's Hideous Laughter*1|Misty Step*2|Mirror Image*2|Cloud If Daggers*2|Heat Metal*2|Witch Bolt*2|Hellish Rebuke*2	07 30 18	CN	N	C	Human	Eldritch Blast*0|Friends*0|Prestidigitation*0|Message*0|Vicious Mockery*0|Cure Wounds*1|Disguise Self*1|Healing Word*1|Tasha’s Hideous Laughter*1|Misty Step*2|Mirror Image*2|Cloud of Daggers*2|Heat Metal*2	Dagger
2ee61b	Lightfoot Halfling	Urban Bounty Hunter	2018-07-22T16:32:34Z	Rogue 2	Rogue		2		19	16	11	20	16	17	17	14		Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception	Shortsword|Shortbow|Dagger		07 22 18		NA	NA	Halfling		Shortsword|Shortbow|Dagger
a50a03	Human	Sage	2018-07-22T20:52:55Z	Sorcerer 10	Sorcerer	Shadow Magic	10	Spell Sniper	70	13	8	16	14	12	10	18		Arcana|History|Insight|Perception|Intimidation	Crossbow, light|Dagger	Darkness*2	07 22 18		NA	NA	Human	Darkness*2	Crossbow, Light|Dagger
2ee61b	Lightfoot Halfling	Urban Bounty Hunter	2018-07-17T03:58:22Z	Rogue 1	Rogue		1		11	16	11	20	16	17	17	14		Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception	Shortsword|Shortbow|Dagger		07 16 18		NA	NA	Halfling		Shortsword|Shortbow|Dagger
efdb62	Human	Criminal	2018-08-09T14:38:14Z	Fighter 4	Fighter	Champion	4	Durable	48	16	16	16	14	9	12	12		Stealth|Insight|Deception|Intimidation	Greatsword|Glaive|Handaxe		08 09 18		NA	NA	Human		Greatsword|Glaive|Handaxe
221034	Half-Elf	Courtesan	2018-09-02T18:05:57Z	Bard 5	Bard	College of Lore	5	War Caster	44	20	10	12	14	12	14	16	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|History|Investigation|Medicine|Perception|Deception|Performance|Persuasion	Whip|Longbow|Longsword	Prestidigitation*0|True Strike*0|Viscious Mockery*0|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Tasha's Hideous Laughter*1|Hold Person*2|Invisibility *2|Silence*2|Enemies Abound*3	09 02 18	CN	N	C	Half-Elf	Prestidigitation*0|True Strike*0|Vicious Mockery*0|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Tasha’s Hideous Laughter*1|Hold Person*2|Invisibility*2|Silence*2|Enemies Abound*3	Whip|Longbow|Longsword
ac676d	Kishi	Politician	2018-07-01T19:02:07Z	Bard 14|Fighter 1	Bard|Fighter	College of Whispers|	15	War Caster|Observant	124	19	10	18	16	12	14	20	Neutral Evil	Acrobatics|Sleight of Hand|Insight|Perception|Deception|Performance|Persuasion	Rapier|Dagger|Crossbow, hand	Glibness/3day*0|Detect Evil/Good*0|Detect Magic*0|Suggestion*0|Dominate/1 Day*0|Vicious Mockery*0|Minor Illusion*0|Mage Hand*0|Presdigitation *0|Animal Friendship*1|Comprehend Languages*1|Disguise Self/at will*1|Dissonant Whispers*1|Puppet*1|Unearthly Chorus*1|Illusionary Script*1|Animal Messenger*2|Detect Thoughts*2|Pyrotechnics*2|Heat Metal*2|Skywrite *2|Leomunds Tiny Hut*3|Dimension Door *4|Greater Invisibility*4|Animate Objects*5|Awaken*5|Bigbys Hand*5|Modify Memory*5|Transportation Circle*5|Eyebite*6|Forcecage *7|Mordenkanenes Magnificent Mansion*7	07 01 18	NE	E	N		Vicious Mockery*0|Minor Illusion*0|Mage Hand*0|Prestidigitation*0|Animal Friendship*1|Comprehend Languages*1|Disguise Self*1|Dissonant Whispers*1|Jump*1|Illusory Script*1|Animal Messenger*2|Detect Thoughts*2|Pyrotechnics*2|Heat Metal*2|Skywrite*2|Leomund’s Tiny Hut*3|Dimension Door*4|Greater Invisibility*4|Animate Objects*5|Awaken*5|Bigby’s Hand*5|Modify Memory*5|Teleportation Circle*5|Eyebite*6|Forcecage*7|Mordenkainen’s Magnificent Mansion*7	Rapier|Dagger|Crossbow, hand
641874	Firbolg	Charlatan	2018-06-04T00:14:00Z	Druid 5|Rogue 3	Druid|Rogue	Circle of the Moon|Thief	8		72	16	9	16	13	8	20	12		Sleight of Hand|Nature|Perception|Deception|Persuasion			06 03 18		NA	NA	Firbolg		
3add2b	Mountain Dwarf	Barbarian Tribe Member	2018-07-28T07:41:39Z	Barbarian 1	Barbarian		1		14	17	22	20	15	14	10	3	Chaotic Good	Athletics|Nature|Survival|Intimidation	War Hammer|Handaxe|Javelin		07 28 18	CG	G	C	Dwarf		Warhammer|Handaxe|Javelin
951bdb	Lineage - Zari	Acolyte	2018-07-28T07:27:04Z	Barbarian 1	Barbarian		1		14	16	22	19	15	1	10	16		Athletics|Religion|Insight|Intimidation	Halberd|Sling|Javelin		07 28 18		NA	NA	Tiefling		Halberd|Sling|Javelin
767c56	Rock Gnome	Outlander	2018-07-28T07:22:50Z	Ranger 1	Ranger		1		12	17	8	22	9	20	14	10	Chaotic Good	Athletics|Stealth|Nature|Perception|Survival	Longbow|Shortsword|Shortsword		07 28 18	CG	G	C	Gnome		Longbow|Shortsword
a0783e	Mountain Dwarf	Barbarian Tribe Member	2018-07-28T07:32:16Z	Barbarian 1	Barbarian		1		14	14	22	15	15	3	19	10	Chaotic Good	Athletics|Animal Handling|Survival|Intimidation	Trident|Unarmed Strike|Javelin		07 28 18	CG	G	C	Dwarf		Trident|Unarmed Strike|Javelin
d95e29	Mountain Dwarf	Guild Artisan	2018-09-10T00:57:50Z	Paladin 6	Paladin	Oath of the Crown	6		-9	17	18	10	18	9	9	13	Lawful neutral	Insight|Medicine|Intimidation|Persuasion	Handaxe|Warhammer|Halberd	Sheild Of Faith*1|Thunderous Smite*1|Command*1|Compelled Duel*1|Warding Bond*2|Zone of Truth*2	09 09 18		NA	NA	Dwarf	Shield of Faith*1|Thunderous Smite*1|Command*1|Compelled Duel*1|Warding Bond*2|Zone of Truth*2	Handaxe|Warhammer|Halberd
9f3a61	Human	Custom	2018-07-27T10:07:17Z	Warlock 1	Warlock	The Fiend	1	Lucky	8	12	10	13	16	8	10	16	CN	Insight|Deception|Intimidation	Crossbow, light|Eldritch Blast PHB237|Burning Hands PHB 220|Dagger	Eldritch blast*0|Minor illusion*0|Hex*1|Burning hands*1	07 27 18	CN	N	C	Human	Eldritch Blast*0|Minor Illusion*0|Hex*1|Burning Hands*1	Crossbow, Light|Dagger
9f3a61	Human	Custom	2018-07-26T15:28:32Z	Warlock 1	Warlock	The Fiend	1	Lucky	8	12	8	13	16	10	10	16	CN	Insight|Deception|Intimidation	Crossbow, light|Dagger	Eldritch blast*0|Minor illusion*0|Hex*1|Burning hands*1	07 26 18	CN	N	C	Human	Eldritch Blast*0|Minor Illusion*0|Hex*1|Burning Hands*1	Crossbow, Light|Dagger
9f3a61	Human	Custom	2018-07-27T10:39:56Z	Warlock 1	Warlock	The Fiend	1	Lucky	8	12	10	13	16	8	10	16	CN	Insight|Deception|Intimidation	Crossbow, light|Eldritch Blast PHB237|Burning Hands PHB 220|Dagger|Hex (Curse)|Minor Illusion	Eldritch blast*0|Minor illusion*0|Hex*1|Burning hands*1	07 27 18	CN	N	C	Human	Eldritch Blast*0|Minor Illusion*0|Hex*1|Burning Hands*1	Crossbow, Light|Dagger
5528fb	Human	Criminal	2018-05-28T02:04:24Z	Fighter 8|Cleric 1	Fighter|Cleric	Battle Master|Forge Domain	9	Crossbow Expert|Sharpshooter|Resilient	84	17	9	20	17	11	13	12	lawful neutral	Stealth|Insight|Perception|Intimidation|Persuasion	Longbow|Crossbow, hand|Dagger|Sling|Net	Mending*0|Resistance*0|Thaumaturgy*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1	05 27 18	LN	N	L	Human	Mending*0|Resistance*0|Thaumaturgy*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1	Longbow|Crossbow, hand|Dagger|Sling|Net
30ba1f	Half-Orc	Outlander	2018-06-11T06:18:54Z	Barbarian 3	Barbarian	Path of the Zealot	3		35	13	16	12	15	8	12	11	Chaotic Good	Athletics|Stealth|Insight|Survival|Intimidation	Greataxe|Javelin|Light hammer|Unarmed strike		06 10 18	CG	G	C	Half-Orc		Greataxe|Javelin|Light hammer|Unarmed Strike
5528fb	Human	Criminal	2018-06-12T08:15:34Z	Fighter 8|Cleric 1	Fighter|Cleric	Battle Master|Forge Domain	9	Crossbow Expert|Sharpshooter|Resilient	84	17	9	20	17	11	13	12	lawful neutral	Stealth|Insight|Perception|Intimidation|Persuasion	Longbow|Crossbow, hand|Dagger|Sling|Net	Mending*0|Resistance*0|Thaumaturgy*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1	06 12 18	LN	N	L	Human	Mending*0|Resistance*0|Thaumaturgy*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1	Longbow|Crossbow, hand|Dagger|Sling|Net
933570	Stout Halfling	Inheritor	2018-08-31T04:06:49Z	Fighter 4	Fighter	Samurai	4	Great Weapon Master	48	17	18	20	14	8	9	13		History|Animal Handling|Insight|Perception|Survival	Greatsword|Longbow|Dagger		08 30 18		NA	NA	Halfling		Greatsword|Longbow|Dagger
f2bf0d	Fire Genasi	Sage	2018-08-18T04:44:54Z	Wizard 4	Wizard	School of Divination	4		30	12	8	14	15	18	10	12	CG	Arcana|History|Investigation|Religion|Persuasion	Dagger	Produce Flame*0|Toll The Dead*0|Minor Illusion*0|Mage Hand*0|Dancing Lights*0|Detect Magic*1|Disguise Self*1|Find Familiar*1|Mage Armour*1|Shield*1|Absorb Elements*1|Fog Cloud*1|Ice Knife*1|Tasha's Hideous Laughter*1|Invisibility*2|Suggestion*2|Hold Person*2|Scorching Ray*2	08 17 18	CG	G	C	Genasi	Produce Flame*0|Toll the Dead*0|Minor Illusion*0|Mage Hand*0|Dancing Lights*0|Detect Magic*1|Disguise Self*1|Find Familiar*1|Mage Armor*1|Shield*1|Absorb Elements*1|Fog Cloud*1|Ice Knife*1|Tasha’s Hideous Laughter*1|Invisibility*2|Suggestion*2|Hold Person*2|Scorching Ray*2	Dagger
f2bf0d	Fire Genasi	Sage	2018-09-07T23:05:46Z	Wizard 5	Wizard	School of Divination	5		34	12	8	14	15	18	10	12	CG	Arcana|History|Investigation|Religion|Persuasion	Dagger	Produce Flame*0|Toll The Dead*0|Minor Illusion*0|Mage Hand*0|Dancing Lights*0|Detect Magic*1|Disguise Self*1|Find Familiar*1|Mage Armour*1|Shield*1|Absorb Elements*1|Fog Cloud*1|Ice Knife*1|Tasha's Hideous Laughter*1|Invisibility*2|Suggestion*2|Hold Person*2|Scorching Ray*2|Counter Spell*3|Fireball*3|Fly*3	09 07 18	CG	G	C	Genasi	Produce Flame*0|Toll the Dead*0|Minor Illusion*0|Mage Hand*0|Dancing Lights*0|Detect Magic*1|Disguise Self*1|Find Familiar*1|Mage Armor*1|Shield*1|Absorb Elements*1|Fog Cloud*1|Ice Knife*1|Tasha’s Hideous Laughter*1|Invisibility*2|Suggestion*2|Hold Person*2|Scorching Ray*2|Counterspell*3|Fireball*3|Fly*3	Dagger
d9db84	Wood Elf	Guild Artisan	2018-07-02T14:31:59Z	Wizard 10	Wizard	School of Conjuration	10	Spell Sniper|Elven Accuracy	42	13	10	16	10	15	14	12		Arcana|Insight|Medicine|Perception|Persuasion	Quarterstaff		07 02 18		NA	NA	Elf		Quarterstaff
c8582f	Wood Elf	Criminal	2018-06-25T03:07:14Z	Rogue 1	Rogue		1		7	15	12	19	9	15	14	8		Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception	Shortsword|Shortsword|Dagger		06 24 18		NA	NA	Elf		Shortsword|Dagger
7ca1e8	Half-Orc	Sailor	2018-07-13T02:44:55Z	Bard 6	Bard	College of Swords	6		26	14	13	10	7	3	9	18		Athletics|Arcana|Medicine|Perception|Intimidation|Performance	Shortsword|Shortsword|Dagger		07 12 18		NA	NA	Half-Orc		Shortsword|Dagger
40c29f	Human	Sailor	2018-07-13T02:43:03Z	Paladin 6	Paladin	OathBreaker	6		40	17	18	8	10	12	11	13		Athletics|Insight|Medicine|Perception	Longsword|Javelin	Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2	07 12 18		NA	NA	Human	Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2	Longsword|Javelin
101447	Kobold	Sailor	2018-07-13T02:45:54Z	Barbarian 6	Barbarian	Path of the Berserker	6		58	14	16	14	14	12	10	8		Athletics|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		07 12 18		NA	NA	Kobold		Greataxe|Handaxe|Javelin
907a99	Dragonborn	Sailor	2018-07-13T02:41:11Z	Rogue 6	Rogue	Swashbuckler	6	Dual Wielder	35	15	14	16	10	8	13	15		Athletics|Acrobatics|Stealth|Investigation|Perception|Intimidation	Rapier|Rapier|Flintlock Pistol		07 12 18		NA	NA	Dragonborn		Rapier
7bc94b	Tiefling	Hermit	2018-08-17T21:06:17Z	Sorcerer 1	Sorcerer	Draconic Bloodline	1		10	15	13	15	17	16	12	18		Arcana|Religion|Medicine|Persuasion	Crossbow, light|Dagger		08 17 18		NA	NA	Tiefling		Crossbow, Light|Dagger
1549e6	Human	Knight	2018-08-12T22:26:23Z	Paladin 16	Paladin	Oath of Devotion	16		229	18	16	13	18	14	12	14		History|Insight|Intimidation|Persuasion	Javelin	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3|Freedom of Movement*4|Guardian of Faith*4	08 12 18		NA	NA	Human	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3|Freedom of Movement*4|Guardian of Faith*4	Javelin
30f9b9	Deep Gnome	Mercenary Veteran	2018-08-12T22:29:58Z	Barbarian 15	Barbarian	Path of the Berserker	15		200	15	15	14	17	12	10	14		Athletics|Intimidation|Persuasion	Greataxe|Handaxe|Javelin		08 12 18		NA	NA	Gnome		Greataxe|Handaxe|Javelin
7bbf25	Wood Elf	Haunted One	2018-08-12T18:30:23Z	Ranger 3|Rogue 8	Ranger|Rogue	Hunter|Assassin	11		116	16	11	17	15	10	13	14		Stealth|Investigation|Animal Handling|Perception|Survival|Deception	Shortsword|Longbow		08 12 18		NA	NA	Elf		Shortsword|Longbow
13fec1	Human	Acolyte	2018-08-12T22:29:08Z	Cleric 10	Cleric	Life Domain	10		88	18	13	14	14	11	17	14		Religion|Insight|Medicine|Persuasion	Mace|Crossbow, light	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5	08 12 18		NA	NA	Human	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5	Mace|Crossbow, Light
58683a	Wood Elf	Noble	2018-08-12T22:28:04Z	Ranger 16	Ranger	Beast Master	16		150	16	12	20	14	12	12	14		Stealth|History|Animal Handling|Perception|Survival|Persuasion	Shortsword|Longbow	Hunters Mark*1|Animal Friendship *1|Speak With Animals *1|Cure Wounds*1|Lesser Restoration *2|Pass Without A Trace*2|Spike Growth*2|Wind Wall*3|Water Breathing *3|Speak With Plants*3|Conjure Woodland Beings*4|Locate Creature *4	08 12 18		NA	NA	Elf	Hunter’s Mark*1|Animal Friendship*1|Speak with Animals*1|Cure Wounds*1|Lesser Restoration*2|Pass Without Trace*2|Spike Growth*2|Wind Wall*3|Water Breathing*3|Speak with Plants*3|Conjure Woodland Beings*4|Locate Creature*4	Shortsword|Longbow
e1dc20	Half-Elf	Charlatan	2018-06-07T23:44:36Z	Rogue 5	Rogue	Mastermind	5	Observant	40	14	8	16	10	16	13	13	Neutral Neutral	Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Persuasion	Shortsword|Shortbow|Dagger		06 07 18	NN	N	N	Half-Elf		Shortsword|Shortbow|Dagger
0b47da	Tiefling	Noble	2018-05-26T17:54:52Z	Sorcerer 4	Sorcerer	Revised Favored Soul	4	Ritual Caster	22	10	8	10	12	16	13	16	Neutral Good	Arcana|History|Deception|Persuasion	Quarterstaff|Dagger	Mending*0|Spare The Dying*0|Fire Bolt*0|Guidance*0|Thaumaturgy*0|Cure Wounds*1|Disguise Self*1|Chaos Bolt*1|Identify*1|Detect Magic*1|Bane*1|Suggestion*2|Spiritual Weapon*2	05 26 18	NG	G	N	Tiefling	Mending*0|Spare the Dying*0|Fire Bolt*0|Guidance*0|Thaumaturgy*0|Cure Wounds*1|Disguise Self*1|Chaos Bolt*1|Identify*1|Detect Magic*1|Bane*1|Suggestion*2|Spiritual Weapon*2	Quarterstaff|Dagger
